ReinChange = 16, Volatility: 1.55, BradleyChange = 16, Volatility: 1.55, ThomasChange = 16, Volatility: 1.55, HoekChange = 16, Volatility: 1.55, JackChange = -16, Volatility: 1.55, WesselChange = -16, Volatility: 1.55, TomChange = -16, Volatility: 1.55, NielsChange = -16, Volatility: 1.55, Team1Perf = 1200, Team2Perf = 800, DateOfMatch = 21/10/2022 15:44:22
ReinChange = 16, Volatility: 1.55, BradleyChange = 16, Volatility: 1.55, ThomasChange = 16, Volatility: 1.55, HoekChange = 16, Volatility: 1.55, JackChange = -16, Volatility: 1.55, WesselChange = -16, Volatility: 1.55, TomChange = -16, Volatility: 1.55, NielsChange = -16, Volatility: 1.55, Team1Perf = 1200, Team2Perf = 800, DateOfMatch = 21/10/2022 15:51:38
ReinChange = -2.4763552132785027, Volatility: 1.3416666666666668, JackChange = 2.4763552132785027, Volatility: 1.3416666666666668, AlexChange = 38.6930502074766, Volatility: 1.55, AaronChange = 38.6930502074766, Volatility: 1.55, MossChange = -1.8572664099588767, Volatility: 1.55, AdamChange = -1.8572664099588767, Volatility: 1.55, HoekChange = -5.57179922987663, Volatility: 1.3416666666666668, LukeChange = -1.8572664099588767, Volatility: 1.55, Team1Perf = 1404, Team2Perf = 600, DateOfMatch = 21/10/2022 15:51:38
AronChange = 3.481909814197694, Volatility: 1.55, ReinChange = -3.241778102873715, Volatility: 1.1928571428571428, LukeChange = 3.962173236845652, Volatility: 1.3416666666666668, ThomasChange = -4.202304948169631, Volatility: 1.3416666666666668, JackChange = -27.38186741010529, Volatility: 1.1928571428571428, AdamChange = -10.088056414249317, Volatility: 1.3416666666666668, MossChange = -10.088056414249317, Volatility: 1.3416666666666668, AlexChange = -47.557980238603925, Volatility: 1.3416666666666668, Team1Perf = 2006, Team2Perf = 7, DateOfMatch = 21/10/2022 15:51:38
ReinChange = -0.06780461760298259, Volatility: 1.08125, MossChange = 5.899001731459486, Volatility: 1.1928571428571428, AaronChange = -7.661921789137033, Volatility: 1.3416666666666668, AronChange = 1.83072467528053, Volatility: 1.3416666666666668, LukeChange = -5.7028867951972915, Volatility: 1.1928571428571428, AdamChange = -5.7028867951972915, Volatility: 1.1928571428571428, AlexChange = -3.258792454398452, Volatility: 1.1928571428571428, KoenChange = -3.258792454398452, Volatility: 1.55, Team1Perf = 1596, Team2Perf = 410, DateOfMatch = 21/10/2022 15:51:38
LukeChange = 0.4937344105835674, Volatility: 1.08125, ReinChange = -1.3401362572982543, Volatility: 0.9944444444444445, KoenChange = 0.6348013850360152, Volatility: 1.3416666666666668, LuddowChange = 0.21160046167867175, Volatility: 1.55, JackChange = -10.59381711663754, Volatility: 1.08125, NielsChange = -0.42375268466550164, Volatility: 1.3416666666666668, TomChange = -0.42375268466550164, Volatility: 1.3416666666666668, ThomasChange = -11.441322485968543, Volatility: 1.1928571428571428, Team1Perf = 1385, Team2Perf = 601, DateOfMatch = 21/10/2022 15:51:38
ReinChange = -0.004068849869843226, Volatility: 0.925, LukeChange = 0.0017062918809019982, Volatility: 0.9944444444444445, BradleyChange = -0.00721892718843153, Volatility: 1.3416666666666668, AdamChange = 0.009581485177372758, Volatility: 1.08125, ThomasChange = -0.006581411540621992, Volatility: 1.08125, MossChange = -0.018731709769462594, Volatility: 1.08125, AaronChange = 0.056195129308387784, Volatility: 1.1928571428571428, AlexChange = -0.030882007998303197, Volatility: 1.08125, Team1Perf = 1004, Team2Perf = 1002, DateOfMatch = 21/10/2022 15:51:38
ReinChange = -5.399407174378867, Volatility: 0.8681818181818182, AdamChange = 6.59927543535195, Volatility: 0.9944444444444445, BradleyChange = -8.279091000714264, Volatility: 1.1928571428571428, TomChange = 7.079222739741183, Volatility: 1.1928571428571428, LukeChange = -1.4409215246996907, Volatility: 0.925, MossChange = -5.763686098798763, Volatility: 0.9944444444444445, ThomasChange = -2.8818430493993814, Volatility: 0.9944444444444445, JeftaChange = -1.4409215246996907, Volatility: 1.55, Team1Perf = 1999, Team2Perf = -2, DateOfMatch = 21/10/2022 15:51:38
MarlonChange = 0.1048168502774158, Volatility: 1.55, LuddowChange = 0.2096337005548316, Volatility: 1.3416666666666668, ReinChange = 0.6289011016644948, Volatility: 0.8208333333333333, MossChange = -0.9433516524967422, Volatility: 0.925, LukeChange = 2.8311233212540152, Volatility: 0.8681818181818182, TomChange = 1.4155616606270076, Volatility: 1.08125, ThomasChange = 2.8311233212540152, Volatility: 0.925, JackChange = 7.077808303135037, Volatility: 0.9944444444444445, Team1Perf = 785, Team2Perf = 1199, DateOfMatch = 21/10/2022 15:51:38
AlexChange = 1.2292474220764087, Volatility: 0.9944444444444445, MossChange = 1.106322679868768, Volatility: 0.8681818181818182, ReinChange = -0.8604731954534861, Volatility: 0.7807692307692307, HoekChange = -1.4750969064916906, Volatility: 1.1928571428571428, LukeChange = -7.639000990690537, Volatility: 0.8208333333333333, AdamChange = -2.182571711625868, Volatility: 0.925, RachelChange = -6.5477151348776035, Volatility: 1.55, JackChange = -16.369287837194005, Volatility: 0.925, Team1Perf = 1388, Team2Perf = 599, DateOfMatch = 21/10/2022 15:51:38
ReinChange = -0.578671208266421, Volatility: 0.7464285714285714, LukeChange = 0.10947833669905264, Volatility: 0.7807692307692307, MossChange = 0.29715548532600006, Volatility: 0.8208333333333333, RachelChange = 0.17203738624136844, Volatility: 1.3416666666666668, AdamChange = -0.6610539056732606, Volatility: 0.8681818181818182, ThomasChange = -1.6054166280636328, Volatility: 0.8681818181818182, KoenChange = -0.849926450151335, Volatility: 1.1928571428571428, NielsChange = -1.7942891725417072, Volatility: 1.1928571428571428, Team1Perf = 1193, Team2Perf = 796, DateOfMatch = 21/10/2022 15:51:38
ReinChange = -3.1109629686911746, Volatility: 0.7166666666666666, AlvesChange = -0.9149891084385807, Volatility: 1.55, AlexChange = 2.37897168194031, Volatility: 0.925, MossChange = 1.6469803951894455, Volatility: 0.7807692307692307, GarrettChange = -17.90987087873804, Volatility: 1.55, GallagherChange = -17.90987087873804, Volatility: 1.55, LukeChange = -13.287968716483064, Volatility: 0.7464285714285714, JackChange = -49.107710473959145, Volatility: 0.8681818181818182, Team1Perf = 1784, Team2Perf = 197, DateOfMatch = 21/10/2022 15:51:38
GallagherChange = -1.756963168495299, Volatility: 1.3416666666666668, JackChange = 10.645129785589164, Volatility: 0.8208333333333333, LuddowChange = -4.3751827921353525, Volatility: 1.1928571428571428, ReinChange = -4.512983824958513, Volatility: 0.690625, LukeChange = -4.1156057958242975, Volatility: 0.7166666666666666, GarrettChange = -4.1156057958242975, Volatility: 1.3416666666666668, AlvesChange = -5.879436851177568, Volatility: 1.3416666666666668, AlexChange = -2.3517747404710274, Volatility: 0.8681818181818182, Team1Perf = 1390, Team2Perf = 570, DateOfMatch = 21/10/2022 15:51:38
ReinChange = -0.8308606132762895, Volatility: 0.6676470588235293, RikChange = -0.9753581112373833, Volatility: 1.55, LukeChange = 2.059089345945587, Volatility: 0.690625, RachelChange = -0.2528706214319142, Volatility: 1.1928571428571428, AlvesChange = -6.072807805993514, Volatility: 1.1928571428571428, AaronChange = -22.556143279404477, Volatility: 1.08125, JackChange = -33.400442932964324, Volatility: 0.7807692307692307, AlexChange = -4.771491847566332, Volatility: 0.8208333333333333, Team1Perf = 1381, Team2Perf = 593, DateOfMatch = 21/10/2022 15:51:38
LukeChange = 1.7625174795076128, Volatility: 0.6676470588235293, AaronChange = -2.095067947339238, Volatility: 0.9944444444444445, AlexChange = 0.9643963567117128, Volatility: 0.7807692307692307, RikChange = -0.6318458888800876, Volatility: 1.3416666666666668, ReinChange = -14.195541805758348, Volatility: 0.6472222222222221, JackChange = -36.988383578384436, Volatility: 0.7464285714285714, RachelChange = -12.596044137503887, Volatility: 1.08125, AlvesChange = -10.196797635122193, Volatility: 1.08125, Team1Perf = 1363, Team2Perf = 595, DateOfMatch = 21/10/2022 15:51:38
ReinChange = 16, Volatility: 1.55, BradleyChange = 16, Volatility: 1.55, ThomasChange = 16, Volatility: 1.55, HoekChange = 16, Volatility: 1.55, JackChange = -16, Volatility: 1.55, WesselChange = -16, Volatility: 1.55, TomChange = -16, Volatility: 1.55, NielsChange = -16, Volatility: 1.55, Team1Perf = 1200, Team2Perf = 800, DateOfMatch = 21/10/2022 15:53:07
ReinChange = 2.4763552132785027, Volatility: 1.3416666666666668, JackChange = 2.4763552132785027, Volatility: 1.3416666666666668, AlexChange = 38.6930502074766, Volatility: 1.55, AaronChange = 38.6930502074766, Volatility: 1.55, MossChange = -0.6190888033196256, Volatility: 1.55, AdamChange = -0.6190888033196256, Volatility: 1.55, HoekChange = -1.8572664099588767, Volatility: 1.3416666666666668, LukeChange = -0.6190888033196256, Volatility: 1.55, Team1Perf = 1404, Team2Perf = 600, DateOfMatch = 21/10/2022 15:53:07
AronChange = 4.2020414360165566, Volatility: 1.55, ReinChange = 4.922391396476538, Volatility: 1.1928571428571428, LukeChange = 4.2020414360165566, Volatility: 1.3416666666666668, ThomasChange = 3.4816914755565755, Volatility: 1.3416666666666668, JackChange = -9.376287452244457, Volatility: 1.1928571428571428, AdamChange = -3.1254291507481526, Volatility: 1.3416666666666668, MossChange = -3.1254291507481526, Volatility: 1.3416666666666668, AlexChange = -15.627145753740761, Volatility: 1.3416666666666668, Team1Perf = 2006, Team2Perf = 8, DateOfMatch = 21/10/2022 15:53:07
ReinChange = 2.143370633512565, Volatility: 1.08125, MossChange = 5.323856089692501, Volatility: 1.1928571428571428, AaronChange = 6.2918299241820455, Volatility: 1.3416666666666668, AronChange = 3.1113444680021107, Volatility: 1.3416666666666668, LukeChange = -0.41537349913358684, Volatility: 1.1928571428571428, AdamChange = -2.6306988278460497, Volatility: 1.1928571428571428, AlexChange = -4.846024156558514, Volatility: 1.1928571428571428, KoenChange = -1.7999518295788763, Volatility: 1.55, Team1Perf = 1606, Team2Perf = 416, DateOfMatch = 21/10/2022 15:53:07
LukeChange = 0.3878674565903531, Volatility: 1.08125, ReinChange = 2.7150721961324717, Volatility: 0.9944444444444445, KoenChange = 1.2341237255147601, Volatility: 1.3416666666666668, LuddowChange = 1.0930810140273588, Volatility: 1.55, JackChange = -1.9102869005955052, Volatility: 1.08125, NielsChange = -1.0612705003308363, Volatility: 1.3416666666666668, TomChange = -1.0612705003308363, Volatility: 1.3416666666666668, ThomasChange = -4.0328279012571775, Volatility: 1.1928571428571428, Team1Perf = 1391, Team2Perf = 607, DateOfMatch = 21/10/2022 15:53:07
ReinChange = -0.05067179106484126, Volatility: 0.925, LukeChange = 0.015965084856045877, Volatility: 0.9944444444444445, BradleyChange = -0.011800280110990432, Volatility: 1.3416666666666668, AdamChange = 0.046506986319785816, Volatility: 1.08125, ThomasChange = -0.016152688673390717, Volatility: 1.08125, MossChange = -0.056149822531310574, Volatility: 1.08125, AaronChange = 0.07614838946027051, Volatility: 1.1928571428571428, AlexChange = -0.0038458782555692178, Volatility: 1.08125, Team1Perf = 1021, Team2Perf = 1011, DateOfMatch = 21/10/2022 15:53:07
ReinChange = 11.393050529492092, Volatility: 0.8681818181818182, AdamChange = 4.917000754833429, Volatility: 0.9944444444444445, BradleyChange = 4.6771470594757005, Volatility: 1.1928571428571428, TomChange = 11.153196834134363, Volatility: 1.1928571428571428, LukeChange = -0.24003363061306038, Volatility: 0.925, MossChange = -1.6802354142914226, Volatility: 0.9944444444444445, ThomasChange = -4.560638981648147, Volatility: 0.9944444444444445, JeftaChange = -3.1204371979697854, Volatility: 1.55, Team1Perf = 2006, Team2Perf = 6, DateOfMatch = 21/10/2022 15:53:07
MarlonChange = -1.207773097215591, Volatility: 1.55, LuddowChange = -0.9977256020476621, Volatility: 1.3416666666666668, ReinChange = -3.2032243013109154, Volatility: 0.8208333333333333, MossChange = -0.9977256020476621, Volatility: 0.925, LukeChange = 0.6214999166207561, Volatility: 0.8681818181818182, TomChange = 0.1847702454818464, Volatility: 1.08125, ThomasChange = 0.9574458174968405, Volatility: 0.925, JackChange = 1.3941754886357502, Volatility: 0.9944444444444445, Team1Perf = 797, Team2Perf = 1211, DateOfMatch = 21/10/2022 15:53:07
AlexChange = 0.11810691477390677, Volatility: 0.9944444444444445, MossChange = 2.0078175511564154, Volatility: 0.8681818181818182, ReinChange = 2.3621382954781356, Volatility: 0.7807692307692307, HoekChange = 0.47242765909562706, Volatility: 1.1928571428571428, LukeChange = -1.8942873137715903, Volatility: 0.8208333333333333, AdamChange = -0.6888317504623965, Volatility: 0.925, RachelChange = -0.5166238128467974, Volatility: 1.55, JackChange = -3.0997428770807844, Volatility: 0.925, Team1Perf = 1397, Team2Perf = 619, DateOfMatch = 21/10/2022 15:53:07
ReinChange = 1.6652693834712577, Volatility: 0.7464285714285714, LukeChange = 0.3797982804408132, Volatility: 0.7807692307692307, MossChange = 0.49665928980721724, Volatility: 0.8208333333333333, RachelChange = 0.7888118132232274, Volatility: 1.3416666666666668, AdamChange = -0.08811824089016586, Volatility: 0.8681818181818182, ThomasChange = -0.7930641680114927, Volatility: 0.8681818181818182, KoenChange = -0.08811824089016586, Volatility: 1.1928571428571428, NielsChange = -0.9693006497918244, Volatility: 1.1928571428571428, Team1Perf = 1199, Team2Perf = 813, DateOfMatch = 21/10/2022 15:53:07
ReinChange = 9.312461136252372, Volatility: 0.7166666666666666, AlvesChange = 6.296997530227796, Volatility: 1.55, AlexChange = 1.1529713787741034, Volatility: 0.925, MossChange = 4.168434984798681, Volatility: 0.7807692307692307, GarrettChange = -1.5434445511931056, Volatility: 1.55, GallagherChange = -1.5434445511931056, Volatility: 1.55, LukeChange = -4.630333653579317, Volatility: 0.7464285714285714, JackChange = -7.717222755965528, Volatility: 0.8681818181818182, Team1Perf = 1796, Team2Perf = 217, DateOfMatch = 21/10/2022 15:53:07
GallagherChange = 0.9029360132530106, Volatility: 1.3416666666666668, JackChange = 4.772661784337341, Volatility: 0.8208333333333333, LuddowChange = 0.5159634361445775, Volatility: 1.1928571428571428, ReinChange = 6.19156123373493, Volatility: 0.690625, LukeChange = -0.8179386733418273, Volatility: 0.7166666666666666, GarrettChange = -1.7802194655086827, Volatility: 1.3416666666666668, AlvesChange = -0.2405701980417139, Volatility: 1.3416666666666668, AlexChange = -2.838728336892224, Volatility: 0.8681818181818182, Team1Perf = 1408, Team2Perf = 606, DateOfMatch = 21/10/2022 15:53:07
ReinChange = 6.642352300906452, Volatility: 0.6676470588235293, RikChange = 2.4628946733698083, Volatility: 1.55, LukeChange = 1.8658292980074305, Volatility: 0.690625, RachelChange = 2.3136283295292137, Volatility: 1.1928571428571428, AlvesChange = -0.7851343638960471, Volatility: 1.1928571428571428, AaronChange = -5.196841741978598, Volatility: 1.08125, JackChange = -5.720264651242628, Volatility: 0.7807692307692307, AlexChange = -1.3085572731600785, Volatility: 0.8208333333333333, Team1Perf = 1412, Team2Perf = 616, DateOfMatch = 21/10/2022 15:53:07
LukeChange = 1.7441519269743067, Volatility: 0.6676470588235293, AaronChange = 3.5996327003512287, Volatility: 0.9944444444444445, AlexChange = 0.333986539207846, Volatility: 0.7807692307692307, RikChange = 2.189467312584768, Volatility: 1.3416666666666668, ReinChange = -8.328367220210021, Volatility: 0.6472222222222221, JackChange = -6.394996258375553, Volatility: 0.7464285714285714, RachelChange = -1.1897667457442889, Volatility: 1.08125, AlvesChange = -0.7436042160901805, Volatility: 1.08125, Team1Perf = 1412, Team2Perf = 617, DateOfMatch = 21/10/2022 15:53:07
ReinChange = 16, Volatility: 1.55, BradleyChange = 16, Volatility: 1.55, ThomasChange = 16, Volatility: 1.55, HoekChange = 16, Volatility: 1.55, JackChange = -16, Volatility: 1.55, WesselChange = -16, Volatility: 1.55, TomChange = -16, Volatility: 1.55, NielsChange = -16, Volatility: 1.55, Team1Perf = 1200, Team2Perf = 800, DateOfMatch = 21/10/2022 15:53:41
ReinChange = -2.4763552132785027, Volatility: 1.3416666666666668, JackChange = 2.4763552132785027, Volatility: 1.3416666666666668, AlexChange = 38.6930502074766, Volatility: 1.55, AaronChange = 38.6930502074766, Volatility: 1.55, MossChange = -0.6190888033196256, Volatility: 1.55, AdamChange = -0.6190888033196256, Volatility: 1.55, HoekChange = -1.8572664099588767, Volatility: 1.3416666666666668, LukeChange = -0.6190888033196256, Volatility: 1.55, Team1Perf = 1404, Team2Perf = 600, DateOfMatch = 21/10/2022 15:53:41
AronChange = 3.5997780019472256, Volatility: 1.55, ReinChange = -3.119807601687596, Volatility: 1.1928571428571428, LukeChange = 3.5997780019472256, Volatility: 1.3416666666666668, ThomasChange = -4.079748402206856, Volatility: 1.3416666666666668, JackChange = -9.368796288092394, Volatility: 1.1928571428571428, AdamChange = -3.1229320960307985, Volatility: 1.3416666666666668, MossChange = -3.1229320960307985, Volatility: 1.3416666666666668, AlexChange = -15.61466048015399, Volatility: 1.3416666666666668, Team1Perf = 2006, Team2Perf = 7, DateOfMatch = 21/10/2022 15:53:41
ReinChange = 0.4906419702972492, Volatility: 1.08125, MossChange = 4.4157777326752425, Volatility: 1.1928571428571428, AaronChange = -7.359629554458738, Volatility: 1.3416666666666668, AronChange = 2.453209851486246, Volatility: 1.3416666666666668, LukeChange = -0.631888728587626, Volatility: 1.1928571428571428, AdamChange = -2.597764773082462, Volatility: 1.1928571428571428, AlexChange = -4.9848999699690495, Volatility: 1.1928571428571428, KoenChange = -1.755246468298961, Volatility: 1.55, Team1Perf = 1606, Team2Perf = 412, DateOfMatch = 21/10/2022 15:53:41
LukeChange = -0.03558160184873783, Volatility: 1.08125, ReinChange = -1.1741928610083483, Volatility: 0.9944444444444445, KoenChange = 0.6760504351260187, Volatility: 1.3416666666666668, LuddowChange = 0.5337240277310674, Volatility: 1.55, JackChange = -1.6420643718850352, Volatility: 1.08125, NielsChange = -0.7853351343797994, Volatility: 1.3416666666666668, TomChange = -0.7853351343797994, Volatility: 1.3416666666666668, ThomasChange = -3.212734640644634, Volatility: 1.1928571428571428, Team1Perf = 1389, Team2Perf = 603, DateOfMatch = 21/10/2022 15:53:41
ReinChange = -0.011481023689684131, Volatility: 0.925, LukeChange = 0.006378346494268961, Volatility: 0.9944444444444445, BradleyChange = -0.02423771667822205, Volatility: 1.3416666666666668, AdamChange = 0.029340393873637217, Volatility: 1.08125, ThomasChange = -0.019754114289603573, Volatility: 1.08125, MossChange = -0.04023986244178506, Volatility: 1.08125, AaronChange = 0.04755620106756416, Volatility: 1.1928571428571428, AlexChange = 0.012437775663824474, Volatility: 1.08125, Team1Perf = 1015, Team2Perf = 1006, DateOfMatch = 21/10/2022 15:53:41
ReinChange = -4.4356120803134305, Volatility: 0.8681818181818182, AdamChange = 2.757272374248889, Volatility: 0.9944444444444445, BradleyChange = -6.833240231834204, Volatility: 1.1928571428571428, TomChange = 8.511579937898746, Volatility: 1.1928571428571428, LukeChange = -0.4798844671439932, Volatility: 0.925, MossChange = -0.9597689342879864, Volatility: 0.9944444444444445, ThomasChange = -2.399422335719966, Volatility: 0.9944444444444445, JeftaChange = -1.9195378685759727, Volatility: 1.55, Team1Perf = 2004, Team2Perf = 1, DateOfMatch = 21/10/2022 15:53:41
MarlonChange = -0.2515250717264139, Volatility: 1.55, LuddowChange = -0.15091504303584835, Volatility: 1.3416666666666668, ReinChange = 0.45274512910754505, Volatility: 0.8208333333333333, MossChange = -0.05030501434528278, Volatility: 0.925, LukeChange = 0.6226673113597793, Volatility: 0.8681818181818182, TomChange = 0.16385981877888928, Volatility: 1.08125, ThomasChange = 0.7537551663828906, Volatility: 0.925, JackChange = 1.2125626589637806, Volatility: 0.9944444444444445, Team1Perf = 795, Team2Perf = 1202, DateOfMatch = 21/10/2022 15:53:41
AlexChange = -1.1487731923482432, Volatility: 0.9944444444444445, MossChange = 1.1487731923482432, Volatility: 0.8681818181818182, ReinChange = 0.4232322287598791, Volatility: 0.7807692307692307, HoekChange = -0.4232322287598791, Volatility: 1.1928571428571428, LukeChange = -1.7810186616625712, Volatility: 0.8208333333333333, AdamChange = -0.5343055984987714, Volatility: 0.925, RachelChange = -0.7124074646650285, Volatility: 1.55, JackChange = -3.027731724826371, Volatility: 0.925, Team1Perf = 1396, Team2Perf = 611, DateOfMatch = 21/10/2022 15:53:41
ReinChange = -0.2750288352597965, Volatility: 0.7464285714285714, LukeChange = -0.030558759473310715, Volatility: 0.7807692307692307, MossChange = 0.030558759473310715, Volatility: 0.8208333333333333, RachelChange = 0.2750288352597965, Volatility: 1.3416666666666668, AdamChange = -0.07689298244096042, Volatility: 0.8681818181818182, ThomasChange = -0.6305224560158754, Volatility: 0.8681818181818182, KoenChange = -0.13840736839372875, Volatility: 1.1928571428571428, NielsChange = -0.8458228068505645, Volatility: 1.1928571428571428, Team1Perf = 1197, Team2Perf = 804, DateOfMatch = 21/10/2022 15:53:41
ReinChange = -0.18288945389624145, Volatility: 0.7166666666666666, AlvesChange = 3.1091207162361045, Volatility: 1.55, AlexChange = -4.206457439613553, Volatility: 0.925, MossChange = 1.28022617727369, Volatility: 0.7807692307692307, GarrettChange = -1.8295837630534206, Volatility: 1.55, GallagherChange = -1.8295837630534206, Volatility: 1.55, LukeChange = -3.755461408372811, Volatility: 0.7464285714285714, JackChange = -7.414628934479652, Volatility: 0.8681818181818182, Team1Perf = 1795, Team2Perf = 208, DateOfMatch = 21/10/2022 15:53:41
GallagherChange = -0.5991325630305159, Volatility: 1.3416666666666668, JackChange = 3.39508452383959, Volatility: 0.8208333333333333, LuddowChange = -0.8654137021551896, Volatility: 1.1928571428571428, ReinChange = -1.9305382586538844, Volatility: 0.690625, LukeChange = -0.6317286473116982, Volatility: 0.7166666666666666, GarrettChange = -1.2148627832917274, Volatility: 1.3416666666666668, AlvesChange = -0.24297255665834544, Volatility: 1.3416666666666668, AlexChange = -2.089563987261771, Volatility: 0.8681818181818182, Team1Perf = 1405, Team2Perf = 594, DateOfMatch = 21/10/2022 15:53:41
ReinChange = -0.8087347951752013, Volatility: 0.6676470588235293, RikChange = 0.4236229879489149, Volatility: 1.55, LukeChange = 0.11553354216788589, Volatility: 0.690625, RachelChange = 0.26957826505840043, Volatility: 1.1928571428571428, AlvesChange = -0.30866245776946244, Volatility: 1.1928571428571428, AaronChange = -4.166943179887743, Volatility: 1.08125, JackChange = -5.092930553196131, Volatility: 0.7807692307692307, AlexChange = -1.2346498310778498, Volatility: 0.8208333333333333, Team1Perf = 1406, Team2Perf = 602, DateOfMatch = 21/10/2022 15:53:41
